host_iso8601,host_unix_ns,elapsed_s,rx_interval_ms,record_type,stm32_time_ms,rx_present,rx_seq,pi_time_ms,tracking_valid,rx_age_ms,packet_x_cm,estimate_valid,accepted_raw_x_cm,estimated_x_cm,target_x_cm,estimated_vx_cm_s,motor_angle_deg,angle_command_deg,brake_p_offset_deg,terminal_offset_deg,brake_p_active,terminal_push_active,terminal_trim_active,terminal_brake_gate_active,sequence_stage,vision_age_ms,x_changed,x_unchanged_ms,raw_line
2026-09-23T14:22:29.976+08:00,1790144549976253600,0.026331,,capture_start,,,,,,,,,,,,,,,,,,,,,,,,,mode=task1
2026-09-23T14:22:29.976+08:00,1790144549976325300,0.026353,,host_command,,,,,,,,,,,,,,,,,,,,,,,,,csv vision
2026-09-23T14:22:29.976+08:00,1790144549976493200,0.026522,,host_command,,,,,,,,,,,,,,,,,,,,,,,,,task 1
2026-09-23T14:22:29.979+08:00,1790144549979202800,0.029203,,control_sample,,,,,,,,,,0.77,0.0,0.0,-0.02,30.67,0.0,0.0,0,0,0,0,0,2,1,0.000,"0.77,0.00,0.00,-0.02,30.67,0.00,0.00,0,0,0,0,0,2"
2026-09-23T14:22:29.980+08:00,1790144549980215300,0.030232,1.030,device_text,,,,,,,,,,,,,,,,,,,,,,,,,csv=vision
2026-09-23T14:22:29.983+08:00,1790144549983265100,0.033275,3.043,vision_sample,14499,1,5193,4575630,0,1,0.0,1,,-10.77,,0.0,,,,,,,,,,3,1,0.000,"V,14499,5193,4575630,0,1,0,1,-1077,0,3"
2026-09-23T14:22:29.987+08:00,1790144549987381100,0.037378,4.103,vision_sample,14504,1,5195,4575647,1,3,-10.77,1,,-10.77,,0.0,,,,,,,,,,2,0,4.103,"V,14504,5195,4575647,1,3,-1077,1,-1077,0,2"
2026-09-23T14:22:29.992+08:00,1790144549992383100,0.042381,5.002,vision_sample,14509,1,5195,4575647,1,8,-10.77,1,,-10.77,,0.0,,,,,,,,,,8,0,9.106,"V,14509,5195,4575647,1,8,-1077,1,-1077,0,8"
2026-09-23T14:22:29.997+08:00,1790144549997227700,0.047240,4.859,vision_sample,14514,1,5195,4575647,1,13,-10.77,1,,-10.77,,0.0,,,,,,,,,,12,0,13.965,"V,14514,5195,4575647,1,13,-1077,1,-1077,0,12"
2026-09-23T14:22:30.002+08:00,1790144550002222700,0.052235,4.995,vision_sample,14519,1,5195,4575647,1,18,-10.77,1,,-10.77,,0.0,,,,,,,,,,18,0,18.960,"V,14519,5195,4575647,1,18,-1077,1,-1077,0,18"
2026-09-23T14:22:30.007+08:00,1790144550007230200,0.057243,5.007,vision_sample,14524,1,5195,4575647,1,23,-10.77,1,,-10.77,,0.0,,,,,,,,,,22,0,23.968,"V,14524,5195,4575647,1,23,-1077,1,-1077,0,22"
2026-09-23T14:22:30.012+08:00,1790144550012350600,0.062350,5.107,vision_sample,14529,1,5195,4575647,1,28,-10.77,1,,-10.77,,0.0,,,,,,,,,,28,0,29.074,"V,14529,5195,4575647,1,28,-1077,1,-1077,0,28"
2026-09-23T14:22:30.017+08:00,1790144550017354200,0.067354,5.004,vision_sample,14534,1,5195,4575647,1,33,-10.77,1,,-10.77,,0.0,,,,,,,,,,32,0,34.079,"V,14534,5195,4575647,1,33,-1077,1,-1077,0,32"
2026-09-23T14:22:30.022+08:00,1790144550022221100,0.072234,4.880,vision_sample,14539,1,5195,4575647,1,38,-10.77,1,,-10.77,,0.0,,,,,,,,,,38,0,38.959,"V,14539,5195,4575647,1,38,-1077,1,-1077,0,38"
2026-09-23T14:22:30.027+08:00,1790144550027310600,0.077310,5.076,vision_sample,14544,1,5195,4575647,1,43,-10.77,1,,-10.77,,0.0,,,,,,,,,,42,0,44.035,"V,14544,5195,4575647,1,43,-1077,1,-1077,0,42"
2026-09-23T14:22:30.032+08:00,1790144550032290000,0.082289,4.979,vision_sample,14549,1,5199,4575677,1,0,-10.77,1,,-10.77,,0.0,,,,,,,,,,2,0,49.014,"V,14549,5199,4575677,1,0,-1077,1,-1077,0,2"
2026-09-23T14:22:30.037+08:00,1790144550037241600,0.087240,4.950,vision_sample,14554,1,5202,4575697,1,1,-10.77,1,,-10.77,,0.0,,,,,,,,,,3,0,53.965,"V,14554,5202,4575697,1,1,-1077,1,-1077,0,3"
2026-09-23T14:22:30.042+08:00,1790144550042247400,0.092245,5.006,vision_sample,14559,1,5202,4575697,1,6,-10.77,1,,-10.77,,0.0,,,,,,,,,,6,0,58.970,"V,14559,5202,4575697,1,6,-1077,1,-1077,0,6"
2026-09-23T14:22:30.047+08:00,1790144550047253700,0.097254,5.008,vision_sample,14564,1,5202,4575697,1,11,-10.77,1,,-10.77,,0.0,,,,,,,,,,10,0,63.979,"V,14564,5202,4575697,1,11,-1077,1,-1077,0,10"
2026-09-23T14:22:30.052+08:00,1790144550052174700,0.102187,4.933,vision_sample,14569,1,5202,4575697,1,16,-10.77,1,,-10.77,,0.0,,,,,,,,,,16,0,68.912,"V,14569,5202,4575697,1,16,-1077,1,-1077,0,16"
2026-09-23T14:22:30.057+08:00,1790144550057178800,0.107192,5.004,vision_sample,14574,1,5202,4575697,1,21,-10.77,1,,-10.77,,0.0,,,,,,,,,,20,0,73.917,"V,14574,5202,4575697,1,21,-1077,1,-1077,0,20"
2026-09-23T14:22:30.062+08:00,1790144550062178100,0.112191,4.999,vision_sample,14579,1,5202,4575697,1,26,-10.77,1,,-10.77,,0.0,,,,,,,,,,26,0,78.916,"V,14579,5202,4575697,1,26,-1077,1,-1077,0,26"
2026-09-23T14:22:30.067+08:00,1790144550067158200,0.117170,4.979,vision_sample,14584,1,5202,4575697,1,31,-10.77,1,,-10.77,,0.0,,,,,,,,,,30,0,83.895,"V,14584,5202,4575697,1,31,-1077,1,-1077,0,30"
2026-09-23T14:22:30.072+08:00,1790144550072159000,0.122171,5.001,vision_sample,14589,1,5202,4575697,1,36,-10.77,1,,-10.77,,0.0,,,,,,,,,,36,0,88.896,"V,14589,5202,4575697,1,36,-1077,1,-1077,0,36"
2026-09-23T14:22:30.076+08:00,1790144550076292800,0.126306,4.134,vision_sample,14594,1,5202,4575697,1,41,-10.77,1,,-10.77,,0.0,,,,,,,,,,40,0,93.031,"V,14594,5202,4575697,1,41,-1077,1,-1077,0,40"
2026-09-23T14:22:30.081+08:00,1790144550081281800,0.131295,4.989,vision_sample,14599,1,5205,4575717,1,2,-10.78,1,,-10.77,,0.0,,,,,,,,,,2,0,98.019,"V,14599,5205,4575717,1,2,-1078,1,-1077,0,2"
2026-09-23T14:22:30.086+08:00,1790144550086466600,0.136465,5.171,vision_sample,14604,1,5208,4575747,1,2,-10.93,1,,-10.83,,-0.8,,,,,,,,,,2,1,0.000,"V,14604,5208,4575747,1,2,-1093,1,-1083,-80,2"
2026-09-23T14:22:30.091+08:00,1790144550091247000,0.141258,4.793,vision_sample,14609,1,5208,4575748,0,5,0.0,1,,-10.86,,-1.32,,,,,,,,,,7,1,0.000,"V,14609,5208,4575748,0,5,0,1,-1086,-132,7"
2026-09-23T14:22:30.096+08:00,1790144550096254400,0.146265,5.007,vision_sample,14614,1,5208,4575748,0,10,0.0,1,,-10.870000000000001,,-1.32,,,,,,,,,,11,1,0.000,"V,14614,5208,4575748,0,10,0,1,-1087,-132,11"
2026-09-23T14:22:30.101+08:00,1790144550101264400,0.151276,5.011,vision_sample,14619,1,5208,4575748,0,15,0.0,1,,-10.88,,-1.32,,,,,,,,,,17,1,0.000,"V,14619,5208,4575748,0,15,0,1,-1088,-132,17"
2026-09-23T14:22:30.106+08:00,1790144550106222400,0.156235,4.959,vision_sample,14624,1,5208,4575748,0,20,0.0,1,,-10.89,,-1.32,,,,,,,,,,21,1,0.000,"V,14624,5208,4575748,0,20,0,1,-1089,-132,21"
2026-09-23T14:22:30.111+08:00,1790144550111347000,0.161344,5.108,vision_sample,14629,1,5208,4575748,0,25,0.0,1,,-10.89,,-1.32,,,,,,,,,,27,0,5.108,"V,14629,5208,4575748,0,25,0,1,-1089,-132,27"
2026-09-23T14:22:30.116+08:00,1790144550116370100,0.166370,5.026,vision_sample,14634,1,5208,4575748,0,30,0.0,1,,-10.89,,-1.32,,,,,,,,,,31,0,10.134,"V,14634,5208,4575748,0,30,0,1,-1089,-132,31"
2026-09-23T14:22:30.121+08:00,1790144550121355200,0.171355,4.985,vision_sample,14639,1,5208,4575748,0,35,0.0,1,,-10.9,,-1.32,,,,,,,,,,37,1,0.000,"V,14639,5208,4575748,0,35,0,1,-1090,-132,37"
2026-09-23T14:22:30.126+08:00,1790144550126221100,0.176234,4.879,vision_sample,14644,1,5208,4575748,0,40,0.0,1,,-10.91,,-1.32,,,,,,,,,,41,1,0.000,"V,14644,5208,4575748,0,40,0,1,-1091,-132,41"
2026-09-23T14:22:30.131+08:00,1790144550131225200,0.181238,5.004,vision_sample,14649,1,5211,4575768,1,2,-11.58,1,,-11.15,,-1.6600000000000001,,,,,,,,,,2,1,0.000,"V,14649,5211,4575768,1,2,-1158,1,-1115,-166,2"
2026-09-23T14:22:30.136+08:00,1790144550136239400,0.186252,5.014,vision_sample,14654,1,5214,4575791,1,2,-11.96,1,,-11.4,,-5.22,,,,,,,,,,4,1,0.000,"V,14654,5214,4575791,1,2,-1196,1,-1140,-522,4"
2026-09-23T14:22:30.141+08:00,1790144550141177100,0.191187,4.934,vision_sample,14659,1,5216,4575803,0,4,0.0,1,,-11.72,,-9.85,,,,,,,,,,7,1,0.000,"V,14659,5216,4575803,0,4,0,1,-1172,-985,7"
2026-09-23T14:22:30.146+08:00,1790144550146271300,0.196270,5.083,vision_sample,14664,1,5216,4575803,0,9,0.0,1,,-11.78,,-9.85,,,,,,,,,,11,1,0.000,"V,14664,5216,4575803,0,9,0,1,-1178,-985,11"
2026-09-23T14:22:30.151+08:00,1790144550151203100,0.201216,4.946,vision_sample,14669,1,5216,4575803,0,14,0.0,1,,-11.84,,-9.85,,,,,,,,,,17,1,0.000,"V,14669,5216,4575803,0,14,0,1,-1184,-985,17"
2026-09-23T14:22:30.156+08:00,1790144550156173100,0.206186,4.970,vision_sample,14674,1,5216,4575803,0,19,0.0,1,,-11.84,,-9.85,,,,,,,,,,21,0,4.970,"V,14674,5216,4575803,0,19,0,1,-1184,-985,21"
2026-09-23T14:22:30.161+08:00,1790144550161189000,0.211202,5.016,vision_sample,14679,1,5216,4575803,0,24,0.0,1,,-11.9,,-9.85,,,,,,,,,,27,1,0.000,"V,14679,5216,4575803,0,24,0,1,-1190,-985,27"
2026-09-23T14:22:30.166+08:00,1790144550166166400,0.216179,4.978,vision_sample,14684,1,5216,4575803,0,29,0.0,1,,-11.96,,-9.85,,,,,,,,,,31,1,0.000,"V,14684,5216,4575803,0,29,0,1,-1196,-985,31"
2026-09-23T14:22:30.171+08:00,1790144550171186400,0.221199,5.020,vision_sample,14689,1,5216,4575803,0,34,0.0,1,,-12.02,,-9.85,,,,,,,,,,37,1,0.000,"V,14689,5216,4575803,0,34,0,1,-1202,-985,37"
2026-09-23T14:22:30.176+08:00,1790144550176168700,0.226181,4.981,vision_sample,14694,1,5216,4575803,0,39,0.0,1,,-12.08,,-9.85,,,,,,,,,,41,1,0.000,"V,14694,5216,4575803,0,39,0,1,-1208,-985,41"
2026-09-23T14:22:30.181+08:00,1790144550181203400,0.231216,5.035,vision_sample,14699,1,5218,4575817,0,1,-11.96,1,,-12.07,,-8.97,,,,,,,,,,47,1,0.000,"V,14699,5218,4575817,0,1,-1196,1,-1207,-897,47"
2026-09-23T14:22:30.186+08:00,1790144550186193400,0.236206,4.990,vision_sample,14704,1,5221,4575837,0,1,-11.96,1,,-12.01,,-8.02,,,,,,,,,,51,1,0.000,"V,14704,5221,4575837,0,1,-1196,1,-1201,-802,51"
2026-09-23T14:22:30.191+08:00,1790144550191161800,0.241170,4.964,vision_sample,14709,1,5222,4575851,1,5,-11.9,1,,-11.96,,-7.74,,,,,,,,,,5,1,0.000,"V,14709,5222,4575851,1,5,-1190,1,-1196,-774,5"
2026-09-23T14:22:30.196+08:00,1790144550196204300,0.246194,5.024,vision_sample,14714,1,5222,4575851,1,10,-11.9,1,,-12.01,,-7.74,,,,,,,,,,9,1,0.000,"V,14714,5222,4575851,1,10,-1190,1,-1201,-774,9"
2026-09-23T14:22:30.201+08:00,1790144550201185200,0.251198,5.004,vision_sample,14719,1,5222,4575851,1,15,-11.9,1,,-12.05,,-7.74,,,,,,,,,,15,1,0.000,"V,14719,5222,4575851,1,15,-1190,1,-1205,-774,15"
2026-09-23T14:22:30.206+08:00,1790144550206152500,0.256164,4.966,vision_sample,14724,1,5222,4575851,1,20,-11.9,1,,-12.05,,-7.74,,,,,,,,,,19,0,4.966,"V,14724,5222,4575851,1,20,-1190,1,-1205,-774,19"
2026-09-23T14:22:30.211+08:00,1790144550211158900,0.261171,5.007,vision_sample,14729,1,5222,4575851,1,25,-11.9,1,,-12.1,,-7.74,,,,,,,,,,25,1,0.000,"V,14729,5222,4575851,1,25,-1190,1,-1210,-774,25"
2026-09-23T14:22:30.215+08:00,1790144550215289200,0.265300,4.130,vision_sample,14734,1,5222,4575851,1,30,-11.9,1,,-12.15,,-7.74,,,,,,,,,,29,1,0.000,"V,14734,5222,4575851,1,30,-1190,1,-1215,-774,29"
2026-09-23T14:22:30.220+08:00,1790144550220304000,0.270317,5.016,vision_sample,14739,1,5222,4575851,1,35,-11.9,1,,-12.19,,-7.74,,,,,,,,,,35,1,0.000,"V,14739,5222,4575851,1,35,-1190,1,-1219,-774,35"
2026-09-23T14:22:30.225+08:00,1790144550225374500,0.275387,5.070,vision_sample,14744,1,5222,4575851,1,40,-11.9,1,,-12.24,,-7.74,,,,,,,,,,39,1,0.000,"V,14744,5222,4575851,1,40,-1190,1,-1224,-774,39"
2026-09-23T14:22:30.230+08:00,1790144550230326300,0.280339,4.952,vision_sample,14749,1,5223,4575857,1,1,-11.9,1,,-12.280000000000001,,-7.74,,,,,,,,,,45,1,0.000,"V,14749,5223,4575857,1,1,-1190,1,-1228,-774,45"
2026-09-23T14:22:30.235+08:00,1790144550235226900,0.285240,4.901,vision_sample,14754,1,5226,4575877,1,1,-11.22,1,,-11.85,,-3.22,,,,,,,,,,2,1,0.000,"V,14754,5226,4575877,1,1,-1122,1,-1185,-322,2"
2026-09-23T14:22:30.240+08:00,1790144550240299100,0.290312,5.072,vision_sample,14759,1,5229,4575902,1,1,-11.1,1,,-11.39,,3.3000000000000003,,,,,,,,,,5,1,0.000,"V,14759,5229,4575902,1,1,-1110,1,-1139,330,5"
2026-09-23T14:22:30.245+08:00,1790144550245203400,0.295216,4.905,vision_sample,14764,1,5229,4575902,1,6,-11.1,1,,-11.290000000000001,,4.76,,,,,,,,,,5,1,0.000,"V,14764,5229,4575902,1,6,-1110,1,-1129,476,5"
2026-09-23T14:22:30.250+08:00,1790144550250222700,0.300236,5.020,vision_sample,14769,1,5229,4575902,1,11,-11.1,1,,-11.26,,4.76,,,,,,,,,,11,1,0.000,"V,14769,5229,4575902,1,11,-1110,1,-1126,476,11"
2026-09-23T14:22:30.255+08:00,1790144550255274200,0.305286,5.050,vision_sample,14774,1,5229,4575902,1,16,-11.1,1,,-11.23,,4.76,,,,,,,,,,15,1,0.000,"V,14774,5229,4575902,1,16,-1110,1,-1123,476,15"
2026-09-23T14:22:30.260+08:00,1790144550260222600,0.310235,4.949,vision_sample,14779,1,5229,4575902,1,21,-11.1,1,,-11.200000000000001,,4.76,,,,,,,,,,21,1,0.000,"V,14779,5229,4575902,1,21,-1110,1,-1120,476,21"
2026-09-23T14:22:30.265+08:00,1790144550265215400,0.315228,4.993,vision_sample,14784,1,5229,4575902,1,26,-11.1,1,,-11.200000000000001,,4.76,,,,,,,,,,25,0,4.993,"V,14784,5229,4575902,1,26,-1110,1,-1120,476,25"
2026-09-23T14:22:30.270+08:00,1790144550270322800,0.320335,5.107,vision_sample,14789,1,5229,4575902,1,31,-11.1,1,,-11.18,,4.76,,,,,,,,,,31,1,0.000,"V,14789,5229,4575902,1,31,-1110,1,-1118,476,31"
2026-09-23T14:22:30.275+08:00,1790144550275196000,0.325209,4.874,vision_sample,14794,1,5229,4575902,1,36,-11.1,1,,-11.15,,4.76,,,,,,,,,,35,1,0.000,"V,14794,5229,4575902,1,36,-1110,1,-1115,476,35"
2026-09-23T14:22:30.280+08:00,1790144550280268100,0.330268,5.059,vision_sample,14799,1,5231,4575923,1,1,-11.07,1,,-11.11,,4.7700000000000005,,,,,,,,,,1,1,0.000,"V,14799,5231,4575923,1,1,-1107,1,-1111,477,1"
2026-09-23T14:22:30.285+08:00,1790144550285173400,0.335186,4.918,vision_sample,14804,1,5234,4575942,1,2,-10.96,1,,-11.11,,4.87,,,,,,,,,,4,0,4.918,"V,14804,5234,4575942,1,2,-1096,1,-1111,487,4"
2026-09-23T14:22:30.290+08:00,1790144550290229400,0.340230,5.044,vision_sample,14809,1,5235,4575947,1,5,-10.96,1,,-11.02,,5.99,,,,,,,,,,5,1,0.000,"V,14809,5235,4575947,1,5,-1096,1,-1102,599,5"
2026-09-23T14:22:30.295+08:00,1790144550295164500,0.345177,4.947,vision_sample,14814,1,5235,4575947,1,10,-10.96,1,,-10.99,,5.99,,,,,,,,,,9,1,0.000,"V,14814,5235,4575947,1,10,-1096,1,-1099,599,9"
2026-09-23T14:22:30.300+08:00,1790144550300174500,0.350187,5.010,vision_sample,14819,1,5235,4575947,1,15,-10.96,1,,-10.950000000000001,,5.99,,,,,,,,,,15,1,0.000,"V,14819,5235,4575947,1,15,-1096,1,-1095,599,15"
2026-09-23T14:22:30.305+08:00,1790144550305186400,0.355200,5.012,vision_sample,14824,1,5235,4575947,1,20,-10.96,1,,-10.950000000000001,,5.99,,,,,,,,,,19,0,5.012,"V,14824,5235,4575947,1,20,-1096,1,-1095,599,19"
2026-09-23T14:22:30.310+08:00,1790144550310163300,0.360176,4.976,vision_sample,14829,1,5235,4575947,1,25,-10.96,1,,-10.91,,5.99,,,,,,,,,,25,1,0.000,"V,14829,5235,4575947,1,25,-1096,1,-1091,599,25"
2026-09-23T14:22:30.315+08:00,1790144550315154800,0.365167,4.991,vision_sample,14834,1,5235,4575947,1,30,-10.96,1,,-10.88,,5.99,,,,,,,,,,29,1,0.000,"V,14834,5235,4575947,1,30,-1096,1,-1088,599,29"
2026-09-23T14:22:30.319+08:00,1790144550319406200,0.369419,4.252,vision_sample,14839,1,5235,4575947,1,35,-10.96,1,,-10.84,,5.99,,,,,,,,,,35,1,0.000,"V,14839,5235,4575947,1,35,-1096,1,-1084,599,35"
2026-09-23T14:22:30.324+08:00,1790144550324299300,0.374308,4.889,vision_sample,14844,1,5235,4575947,1,40,-10.96,1,,-10.81,,5.99,,,,,,,,,,39,1,0.000,"V,14844,5235,4575947,1,40,-1096,1,-1081,599,39"
2026-09-23T14:22:30.329+08:00,1790144550329452900,0.379461,5.153,vision_sample,14849,1,5237,4575967,1,1,-10.870000000000001,1,,-10.8,,5.93,,,,,,,,,,3,1,0.000,"V,14849,5237,4575967,1,1,-1087,1,-1080,593,3"
2026-09-23T14:22:30.334+08:00,1790144550334238300,0.384251,4.790,vision_sample,14854,1,5240,4575987,1,1,-10.71,1,,-10.790000000000001,,6.2,,,,,,,,,,2,1,0.000,"V,14854,5240,4575987,1,1,-1071,1,-1079,620,2"
2026-09-23T14:22:30.339+08:00,1790144550339225500,0.389238,4.987,vision_sample,14859,1,5241,4576000,1,5,-10.56,1,,-10.69,,7.58,,,,,,,,,,5,1,0.000,"V,14859,5241,4576000,1,5,-1056,1,-1069,758,5"
2026-09-23T14:22:30.344+08:00,1790144550344419300,0.394417,5.179,vision_sample,14864,1,5241,4576000,1,10,-10.56,1,,-10.64,,7.58,,,,,,,,,,9,1,0.000,"V,14864,5241,4576000,1,10,-1056,1,-1064,758,9"
2026-09-23T14:22:30.349+08:00,1790144550349232600,0.399245,4.829,vision_sample,14869,1,5241,4576000,1,15,-10.56,1,,-10.6,,7.58,,,,,,,,,,15,1,0.000,"V,14869,5241,4576000,1,15,-1056,1,-1060,758,15"
2026-09-23T14:22:30.354+08:00,1790144550354222600,0.404236,4.990,vision_sample,14874,1,5241,4576000,1,20,-10.56,1,,-10.6,,7.58,,,,,,,,,,19,0,4.990,"V,14874,5241,4576000,1,20,-1056,1,-1060,758,19"
2026-09-23T14:22:30.359+08:00,1790144550359393200,0.409392,5.157,vision_sample,14879,1,5241,4576000,1,25,-10.56,1,,-10.55,,7.58,,,,,,,,,,25,1,0.000,"V,14879,5241,4576000,1,25,-1056,1,-1055,758,25"
2026-09-23T14:22:30.364+08:00,1790144550364213600,0.414226,4.834,vision_sample,14884,1,5241,4576000,1,30,-10.56,1,,-10.51,,7.58,,,,,,,,,,29,1,0.000,"V,14884,5241,4576000,1,30,-1056,1,-1051,758,29"
2026-09-23T14:22:30.369+08:00,1790144550369233200,0.419246,5.020,vision_sample,14889,1,5241,4576000,1,35,-10.56,1,,-10.46,,7.58,,,,,,,,,,35,1,0.000,"V,14889,5241,4576000,1,35,-1056,1,-1046,758,35"
2026-09-23T14:22:30.374+08:00,1790144550374206200,0.424219,4.973,vision_sample,14894,1,5241,4576000,1,40,-10.56,1,,-10.42,,7.58,,,,,,,,,,39,1,0.000,"V,14894,5241,4576000,1,40,-1056,1,-1042,758,39"
2026-09-23T14:22:30.379+08:00,1790144550379235400,0.429248,5.029,vision_sample,14899,1,5241,4576000,1,45,-10.56,1,,-10.370000000000001,,7.58,,,,,,,,,,45,1,0.000,"V,14899,5241,4576000,1,45,-1056,1,-1037,758,45"
2026-09-23T14:22:30.384+08:00,1790144550384200900,0.434213,4.966,vision_sample,14904,1,5244,4576017,1,1,-10.39,1,,-10.48,,6.87,,,,,,,,,,4,1,0.000,"V,14904,5244,4576017,1,1,-1039,1,-1048,687,4"
2026-09-23T14:22:30.388+08:00,1790144550388271900,0.438284,4.071,vision_sample,14909,1,5247,4576039,0,2,0.0,1,,-10.34,,8.870000000000001,,,,,,,,,,5,1,0.000,"V,14909,5247,4576039,0,2,0,1,-1034,887,5"
2026-09-23T14:22:30.394+08:00,1790144550394254000,0.444254,5.969,vision_sample,14914,1,5248,4576047,1,5,-10.1,1,,-10.26,,10.07,,,,,,,,,,4,1,0.000,"V,14914,5248,4576047,1,5,-1010,1,-1026,1007,4"
2026-09-23T14:22:30.399+08:00,1790144550399268700,0.449268,5.015,vision_sample,14919,1,5248,4576047,1,10,-10.1,1,,-10.200000000000001,,10.07,,,,,,,,,,10,1,0.000,"V,14919,5248,4576047,1,10,-1010,1,-1020,1007,10"
2026-09-23T14:22:30.404+08:00,1790144550404874400,0.454280,5.012,vision_sample,14924,1,5248,4576047,1,15,-10.1,1,,-10.13,,10.07,,,,,,,,,,14,1,0.000,"V,14924,5248,4576047,1,15,-1010,1,-1013,1007,14"
2026-09-23T14:22:30.409+08:00,1790144550409200200,0.459213,4.932,vision_sample,14929,1,5248,4576047,1,20,-10.1,1,,-10.07,,10.07,,,,,,,,,,20,1,0.000,"V,14929,5248,4576047,1,20,-1010,1,-1007,1007,20"
2026-09-23T14:22:30.414+08:00,1790144550414189900,0.464203,4.990,vision_sample,14934,1,5248,4576047,1,25,-10.1,1,,-10.07,,10.07,,,,,,,,,,24,0,4.990,"V,14934,5248,4576047,1,25,-1010,1,-1007,1007,24"
2026-09-23T14:22:30.419+08:00,1790144550419191100,0.469203,5.001,vision_sample,14939,1,5248,4576047,1,30,-10.1,1,,-10.01,,10.07,,,,,,,,,,30,1,0.000,"V,14939,5248,4576047,1,30,-1010,1,-1001,1007,30"
2026-09-23T14:22:30.424+08:00,1790144550424159900,0.474172,4.969,vision_sample,14944,1,5248,4576047,1,35,-10.1,1,,-9.950000000000001,,10.07,,,,,,,,,,34,1,0.000,"V,14944,5248,4576047,1,35,-1010,1,-995,1007,34"
2026-09-23T14:22:30.429+08:00,1790144550429157000,0.479168,4.997,vision_sample,14949,1,5249,4576057,1,0,-10.1,1,,-9.89,,10.07,,,,,,,,,,40,1,0.000,"V,14949,5249,4576057,1,0,-1010,1,-989,1007,40"
2026-09-23T14:22:30.433+08:00,1790144550433378300,0.483378,4.210,vision_sample,14954,1,5252,4576077,1,1,-9.59,1,,-10.01,,9.27,,,,,,,,,,4,1,0.000,"V,14954,5252,4576077,1,1,-959,1,-1001,927,4"
2026-09-23T14:22:30.438+08:00,1790144550438373300,0.488372,4.994,vision_sample,14959,1,5255,4576097,1,1,-9.41,1,,-9.71,,13.42,,,,,,,,,,4,1,0.000,"V,14959,5255,4576097,1,1,-941,1,-971,1342,4"
2026-09-23T14:22:30.443+08:00,1790144550443217500,0.493230,4.858,vision_sample,14964,1,5255,4576097,1,6,-9.41,1,,-9.6,,14.9,,,,,,,,,,5,1,0.000,"V,14964,5255,4576097,1,6,-941,1,-960,1490,5"
2026-09-23T14:22:30.448+08:00,1790144550448366300,0.498365,5.135,vision_sample,14969,1,5255,4576097,1,11,-9.41,1,,-9.51,,14.9,,,,,,,,,,11,1,0.000,"V,14969,5255,4576097,1,11,-941,1,-951,1490,11"
2026-09-23T14:22:30.453+08:00,1790144550453376900,0.503376,5.011,vision_sample,14974,1,5255,4576097,1,16,-9.41,1,,-9.42,,14.9,,,,,,,,,,15,1,0.000,"V,14974,5255,4576097,1,16,-941,1,-942,1490,15"
2026-09-23T14:22:30.458+08:00,1790144550458242800,0.508256,4.879,vision_sample,14979,1,5255,4576097,1,21,-9.41,1,,-9.33,,14.9,,,,,,,,,,21,1,0.000,"V,14979,5255,4576097,1,21,-941,1,-933,1490,21"
2026-09-23T14:22:30.463+08:00,1790144550463361400,0.513360,5.105,vision_sample,14984,1,5255,4576097,1,26,-9.41,1,,-9.33,,14.9,,,,,,,,,,25,0,5.105,"V,14984,5255,4576097,1,26,-941,1,-933,1490,25"
2026-09-23T14:22:30.468+08:00,1790144550468367800,0.518367,5.006,vision_sample,14989,1,5255,4576097,1,31,-9.41,1,,-9.24,,14.9,,,,,,,,,,31,1,0.000,"V,14989,5255,4576097,1,31,-941,1,-924,1490,31"
2026-09-23T14:22:30.473+08:00,1790144550473298300,0.523298,4.931,vision_sample,14994,1,5255,4576097,1,36,-9.41,1,,-9.16,,14.9,,,,,,,,,,35,1,0.000,"V,14994,5255,4576097,1,36,-941,1,-916,1490,35"
2026-09-23T14:22:30.478+08:00,1790144550478198300,0.528214,4.916,vision_sample,14999,1,5255,4576097,1,41,-9.41,1,,-9.07,,14.9,,,,,,,,,,41,1,0.000,"V,14999,5255,4576097,1,41,-941,1,-907,1490,41"
2026-09-23T14:22:30.483+08:00,1790144550483280800,0.533281,5.067,vision_sample,15004,1,5258,4576127,1,2,-9.24,1,,-9.21,,14.44,,,,,,,,,,2,1,0.000,"V,15004,5258,4576127,1,2,-924,1,-921,1444,2"
2026-09-23T14:22:30.488+08:00,1790144550488197400,0.538195,4.914,vision_sample,15009,1,5262,4576152,0,0,0.0,1,,-9.11,,15.58,,,,,,,,,,2,1,0.000,"V,15009,5262,4576152,0,0,0,1,-911,1558,2"
2026-09-23T14:22:30.492+08:00,1790144550492285600,0.542298,4.103,vision_sample,15014,1,5262,4576152,0,5,0.0,1,,-9.09,,15.950000000000001,,,,,,,,,,6,1,0.000,"V,15014,5262,4576152,0,5,0,1,-909,1595,6"
2026-09-23T14:22:30.497+08:00,1790144550497516800,0.547529,5.230,vision_sample,15019,1,5262,4576152,0,10,0.0,1,,-8.99,,15.950000000000001,,,,,,,,,,12,1,0.000,"V,15019,5262,4576152,0,10,0,1,-899,1595,12"
2026-09-23T14:22:30.502+08:00,1790144550502485100,0.552498,4.969,vision_sample,15024,1,5262,4576152,0,15,0.0,1,,-8.9,,15.950000000000001,,,,,,,,,,16,1,0.000,"V,15024,5262,4576152,0,15,0,1,-890,1595,16"
